text,og_label,LABEL
I've had this cough for two weeks.,Cough,Respiratory & Sensory Issues
I feel a soreness in my knees when I walk,Joint pain,Pain-related Conditions
My wound was infected when i was planting some flowers in my garden,Infected wound,Infections
I can't move my head up and down.,Neck pain,Pain-related Conditions
"Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel.",Foot ache,Pain-related Conditions
I feel pain in my neck while I'm working.,Neck pain,Pain-related Conditions
I have a headache every time I eat ice cream,Head ache,Pain-related Conditions
Sharp pain and heavy breathing,Internal pain,Pain-related Conditions
There is a sharp pain in my calve.,Muscle pain,Pain-related Conditions
I feel dizzy when i make sudden movements,Feeling dizzy,Neurological & General Symptoms
"i was injured during football match, i was diagnosed with Cruciate ligament",Injury from sports,Trauma/Injuries
I have a sharp pain in my ear,Ear ache,Respiratory & Sensory Issues
I used alot of pain killer to get better but i still feel the same back pain,Back pain,Pain-related Conditions
I feel cold and chills even though my clothes are heavy,Feeling cold,Respiratory & Sensory Issues
"When I stand up, I feel like I'm going to fall down instantly",Feeling dizzy,Neurological & General Symptoms
My head ache since I woke up this morning.,Head ache,Pain-related Conditions
I feel a sharp pain in my head when I think too hard.,Head ache,Pain-related Conditions
I have a cut on my foot that became infected from using the showers at the gym.,Infected wound,Infections
I had a pain in my knee when I was swimming,Knee pain,Pain-related Conditions
I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain,Pain-related Conditions
i'm injured i can't play sports,Injury from sports,Trauma/Injuries
My lungs feel heavy like they are filled with mucus,Cough,Respiratory & Sensory Issues
I can't stop coughing,Cough,Respiratory & Sensory Issues
The knee feels like it rusted and I suddenly cannot bend it anymore.,Knee pain,Pain-related Conditions
He was discovered to have an open wound.,Open wound,Infections
My shoulder hurts me so much,Shoulder pain,Pain-related Conditions
I feel pain inside I do not know what it is,Internal pain,Pain-related Conditions
Every time I look to left I feel a sharp pain in my neck.,Neck pain,Pain-related Conditions
when i raise my hand i feel pain in my shoulder.,Shoulder pain,Pain-related Conditions
I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains.,Foot ache,Pain-related Conditions
I felt my heart hurts when I ran for along distance,Heart hurts,Chronic Conditions
"My head hurts and I lose the sensation in my face, then lose sight in my eye",Head ache,Pain-related Conditions
I get i joint pain when i try to bend my leg or my arm,Joint pain,Pain-related Conditions
I feel great pain in my feet after playing one of the sports games,Injury from sports,Trauma/Injuries
I have blurred vision.,Blurry vision,Respiratory & Sensory Issues
Why is my shoulder aching when I try to pick up the laundry?,Shoulder pain,Pain-related Conditions
My arm hurts when I stretch,Muscle pain,Pain-related Conditions
His infected wound was beginning to rot.,Infected wound,Infections
I get big patches of irritated pimples on my back and they hurt.,Acne,Dermatological & Skin Conditions
longitudinal burning line across back with hard respiratory movements,Back pain,Pain-related Conditions
My chest hurts when I go to take a breath,Hard to breath,Respiratory & Sensory Issues
i feel sad,Emotional pain,Neurological & General Symptoms
I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.,Feeling cold,Respiratory & Sensory Issues
I'm not feeling good I get infection wound,Infected wound,Infections
having difficulty moving my knee,Knee pain,Pain-related Conditions
My hair always falls out and i have lost a lot of hair lately,Hair falling out,Dermatological & Skin Conditions
I wish this excruciating feeling of loss could go away.,Emotional pain,Neurological & General Symptoms
I feel like the world goes round and round,Feeling dizzy,Neurological & General Symptoms
I feel like I can hardly breathe unless I get what's in my lungs out,Cough,Respiratory & Sensory Issues
"My body feels weak although I eat a lot, why?",Body feels weak,Neurological & General Symptoms
There are some pimples on my face that bother me a lot,Acne,Dermatological & Skin Conditions
"I couldn't stop shaking or unclench my jaw, that's how cold I was.",Feeling cold,Respiratory & Sensory Issues
I don't have the energy to do the things that I used to,Body feels weak,Neurological & General Symptoms
My body feels weak and i think that my face is fade and i can't sleep well,Body feels weak,Neurological & General Symptoms
My ankle joint throbs when I put pressure on my foot.,Joint pain,Pain-related Conditions
I feel like I've always got something in my throat,Cough,Respiratory & Sensory Issues
I always feel like I have menstrual pains even if I don't have my period.,Internal pain,Pain-related Conditions
I feel depressed when I see my hair falling out,Hair falling out,Dermatological & Skin Conditions
I have throbing in my shoulder,Shoulder pain,Pain-related Conditions
I feel like the room is spinning,Feeling dizzy,Neurological & General Symptoms
"There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog.",Internal pain,Pain-related Conditions
"I am always cold, even when I am wearing layers",Feeling cold,Respiratory & Sensory Issues
When my grand father died I felt a hard emotional pain,Emotional pain,Neurological & General Symptoms
I feel pain in my head with a vertigo,Head ache,Pain-related Conditions
I have blurry vision after I used a wrong medicine.,Blurry vision,Respiratory & Sensory Issues
My calves feel like they are tight as knots and are throbbing,Muscle pain,Pain-related Conditions
I have a lot of knee pain whenever I go running.,Knee pain,Pain-related Conditions
i have muscle pain at my left leg.,Muscle pain,Pain-related Conditions
I have a neck pain when I sit in-front of my laptop.,Neck pain,Pain-related Conditions
i have a pain in my elbow joint,Joint pain,Pain-related Conditions
I have a pain in my head,Head ache,Pain-related Conditions
My stomach has been sore since yesterday.,Stomach ache,Gastrointestinal Conditions
My acne is really embarassing. It's so read.,Acne,Dermatological & Skin Conditions
Something dark is there on my arm,Skin issue,Dermatological & Skin Conditions
When i'm driving my eyes see in double,Blurry vision,Respiratory & Sensory Issues
My upper back has been sore for a week.,Back pain,Pain-related Conditions
I have severe shoulder pain,Shoulder pain,Pain-related Conditions
"I am worried how cold intolerant I am, I am always shivering, even out in the sun.",Feeling cold,Respiratory & Sensory Issues
I'm having a hard time hearing.,Ear ache,Respiratory & Sensory Issues
"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",Injury from sports,Trauma/Injuries
I had internal pain and gases when I ate indian spicy food yesterday,Internal pain,Pain-related Conditions
In highschool I had a lot of acne.,Acne,Dermatological & Skin Conditions
When I'm too high I start to feel dizzy,Feeling dizzy,Neurological & General Symptoms
"When I drink a lot, I get a headache",Head ache,Pain-related Conditions
"The last time I clipped my toenails, I cut them too short and now I have an infected nail.",Infected wound,Infections
"after playing football, i have muscle pain with my both legs.",Muscle pain,Pain-related Conditions
When i eat i feel my stomach hurts,Stomach ache,Gastrointestinal Conditions
All my body is in a bad case and i need a good treatment,Joint pain,Pain-related Conditions
I visited many doctors but they can't find the right treatment toget my hair back,Hair falling out,Dermatological & Skin Conditions
I have a cut that has become red and oozes puss.,Infected wound,Infections
My grandmother last year went to hospital because she was having a hard time breathing,Hard to breath,Respiratory & Sensory Issues
i have issue with my skin,Skin issue,Dermatological & Skin Conditions
Sometimes I cough because I'm a smoker,Cough,Respiratory & Sensory Issues
I'm not good i feel dizzy,Feeling dizzy,Neurological & General Symptoms
I sliced myself deeply with a knife while I was cooking,Open wound,Infections
My hair is falling when I am combing it.,Hair falling out,Dermatological & Skin Conditions
discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.,Internal pain,Pain-related Conditions
I have tried to make massage on my foot but they still pain me,Foot ache,Pain-related Conditions
My foot hurts me a lot of playing football,Foot ache,Pain-related Conditions
I get chills and aches all over.,Feeling cold,Respiratory & Sensory Issues
Mr hair is falling out just by combing it.,Hair falling out,Dermatological & Skin Conditions
I have some terrible problems when i'm breathing during the night.,Cough,Respiratory & Sensory Issues
My stomach feels full and upset  and bloating after big meals.,Stomach ache,Gastrointestinal Conditions
"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness.",Emotional pain,Neurological & General Symptoms
I have a head pain every single day.,Internal pain,Pain-related Conditions
My heart feels like it's going to explode.,Heart hurts,Chronic Conditions
My shoulder hurts when I try to reach something above my head.,Shoulder pain,Pain-related Conditions
I was very active in sports but now my body is feeling pain.,Injury from sports,Trauma/Injuries
I've been over my cold for weeks but still cough every day.,Cough,Respiratory & Sensory Issues
"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",Ear ache,Respiratory & Sensory Issues
